row_id,icd9_code,short_title,long_title
12845,V6106,Family dsrpt-foster care,Family disruption due to child in foster care or in care of non-parental family member
12846,V6107,Family dsrpt-death membr,Family disruption due to death of family member
12847,V6108,Fmly dsrp-fam absnce NEC,Family disruption due to other extended absence of family member
12848,V6109,Family disruption NEC,Other family disruption
12849,V6110,Consl partner prob,"Counseling for marital and partner problems, unspecified"
12850,V6111,Cnsl victm partner abuse,Counseling for victim of spousal and partner abuse
12851,V6112,Cnsl perp partner abuse,Counseling for perpetrator of spousal and partner abuse
12852,9093,Late eff surg/med compl,Late effect of complications of surgical and medical care
12853,E9362,Adv eff succinimides,Succinimides causing adverse effects in therapeutic use
12854,E9363,Adv eff antconvl NEC/NOS,Other and unspecified anticonvulsants causing adverse effects in therapeutic use
12855,E9364,Adv eff anti-parkinson,Anti-parkinsonism drugs causing adverse effects in therapeutic use
12856,E9370,Adv eff barbiturates,Barbiturates causing adverse effects in therapeutic use
12857,66484,Perin traum NEC-postpart,"Other specified trauma to perineum and vulva, postpartum condition or complication"
12858,66490,Ob perin traum NOS-unsp,"Unspecified trauma to perineum and vulva, unspecified as to episode of care or not applicable"
12859,66491,Ob perineal trau NOS-del,"Unspecified trauma to perineum and vulva, delivered, with or without mention of antepartum condition"
12860,66494,Perin traum NOS-postpart,"Unspecified trauma to perineum and vulva, postpartum condition or complication"
12861,66500,Prelabor rupt uter-unsp,"Rupture of uterus before onset of labor, unspecified as to episode of care or not applicable"
12862,66501,Prelabor rupt uterus-del,"Rupture of uterus before onset of labor, delivered, with or without mention of antepartum condition"
12863,66503,Prelab rupt uter-antepar,"Rupture of uterus before onset of labor, antepartum condition or complication"
12864,66510,Rupture uterus NOS-unsp,"Rupture of uterus during labor, unspecified as to episode of care or not applicable"
12865,66511,Rupture uterus NOS-deliv,"Rupture of uterus during labor, delivered, with or without mention of antepartum condition"
12866,66520,Inversion of uterus-unsp,"Inversion of uterus, unspecified as to episode of care or not applicable"
12867,66522,Invers uterus-del w p/p,"Inversion of uterus, delivered, with mention of postpartum complication"
12868,66524,Invers uterus-postpart,"Inversion of uterus, postpartum condition or complication"
12869,66530,Lacerat of cervix-unspec,"Laceration of cervix, unspecified as to episode of care or not applicable"
12870,66531,Lacerat of cervix-deliv,"Laceration of cervix, delivered, with or without mention of antepartum condition"
12871,66534,Lacer of cervix-postpart,"Laceration of cervix, postpartum condition or complication"
12872,66540,High vaginal lacer-unsp,"High vaginal laceration, unspecified as to episode of care or not applicable"
12873,66541,High vaginal lacer-deliv,"High vaginal laceration, delivered, with or without mention of antepartum condition"
12874,66544,High vaginal lac-postpar,"High vaginal laceration, postpartum condition or complication"
12875,66550,Ob inj pelv org NEC-unsp,"Other injury to pelvic organs, unspecified as to episode of care or not applicable"
12876,66551,Ob inj pelv org NEC-del,"Other injury to pelvic organs, delivered, with or without mention of antepartum condition"
12877,66554,Inj pelv org NEC-postpar,"Other injury to pelvic organs, postpartum condition or complication"
12878,66560,Damage to pelvic jt-unsp,"Damage to pelvic joints and ligaments, unspecified as to episode of care or not applicable"
12879,66561,Damage to pelvic jt-del,"Damage to pelvic joints and ligaments, delivered, with or without mention of antepartum condition"
12880,66564,Damage pelvic jt-postpar,"Damage to pelvic joints and ligaments, postpartum condition or complication"
12881,66570,Ob pelvic hematoma-unsp,"Pelvic hematoma, unspecified as to episode of care or not applicable"
12882,66571,Ob pelvic hematoma-deliv,"Pelvic hematoma, delivered, with or without mention of antepartum condition"
12883,66572,Pelvic hematom-del w pp,"Pelvic hematoma, delivered with mention of postpartum complication"
12884,66574,Pelvic hematoma-postpart,"Pelvic hematoma, postpartum condition or complication"
12885,66580,Ob trauma NEC-unspec,"Other specified obstetrical trauma, unspecified as to episode of care or not applicable"
12886,66581,Ob trauma NEC-delivered,"Other specified obstetrical trauma, delivered, with or without mention of antepartum condition"
12887,66582,Ob trauma NEC-del w p/p,"Other specified obstetrical trauma, delivered, with mention of postpartum complication"
12888,66583,Ob trauma NEC-antepartum,"Other specified obstetrical trauma, antepartum condition or complication"
12889,66584,Ob trauma NEC-postpartum,"Other specified obstetrical trauma, postpartum condition or complication"
12890,66590,Ob trauma NOS-unspec,"Unspecified obstetrical trauma, unspecified as to episode of care or not applicable"
12891,66591,Ob trauma NOS-delivered,"Unspecified obstetrical trauma, delivered, with or without mention of antepartum condition"
12892,66592,Ob trauma NOS-del w p/p,"Unspecified obstetrical trauma, delivered, with mention of postpartum complication"
12893,66593,Ob trauma NOS-antepartum,"Unspecified obstetrical trauma, antepartum condition or complication"
12894,66594,Ob trauma NOS-postpartum,"Unspecified obstetrical trauma, postpartum condition or complication"
12895,66600,Third-stage hem-unspec,"Third-stage postpartum hemorrhage, unspecified as to episode of care or not applicable"
12896,66602,Thrd-stage hem-del w p/p,"Third-stage postpartum hemorrhage, delivered, with mention of postpartum complication"
12897,66604,Third-stage hem-postpart,"Third-stage postpartum hemorrhage, postpartum condition or complication"
12898,66610,Postpartum hem NEC-unsp,"Other immediate postpartum hemorrhage, unspecified as to episode of care or not applicable"
12899,66612,Postpa hem NEC-del w p/p,"Other immediate postpartum hemorrhage, delivered, with mention of postpartum complication"
12900,66614,Postpart hem NEC-postpar,"Other immediate postpartum hemorrhage, postpartum condition or complication"
12901,66620,Delay p/part hem-unspec,"Delayed and secondary postpartum hemorrhage, unspecified as to episode of care or not applicable"
12902,66622,Delay p/p hem-del w p/p,"Delayed and secondary postpartum hemorrhage, delivered, with mention of postpartum complication"
12903,66624,Delay p/part hem-postpar,"Delayed and secondary postpartum hemorrhage, postpartum condition or complication"
12904,66630,Postpart coagul def-unsp,"Postpartum coagulation defects, unspecified as to episode of care or not applicable"
12905,66632,P/p coag def-del w p/p,"Postpartum coagulation defects, delivered, with mention of postpartum complication"
12906,66634,Postpart coag def-postpa,"Postpartum coagulation defects, postpartum condition or complication"
12907,66700,Retain placenta NOS-unsp,"Retained placenta without hemorrhage, unspecified as to episode of care or not applicable"
12908,66702,Retnd plac NOS-del w p/p,"Retained placenta without hemorrhage, delivered, with mention of postpartum complication"
12909,66704,Retain plac NOS-postpart,"Retained placenta without hemorrhage, postpartum condition or complication"
12910,938,Foreign body GI NOS,"Foreign body in digestive system, unspecified"
12911,9390,FB bladder & urethra,Foreign body in bladder and urethra
12912,9391,Foreign body uterus,"Foreign body in uterus, any part"
12913,9392,Foreign bdy vulva/vagina,Foreign body in vulva and vagina
12914,9393,Foreign body penis,Foreign body in penis
12915,7244,Lumbosacral neuritis NOS,"Thoracic or lumbosacral neuritis or radiculitis, unspecified"
12916,7245,Backache NOS,"Backache, unspecified"
12917,7246,Disorders of sacrum,Disorders of sacrum
12918,72470,Disorder of coccyx NOS,Unspecified disorder of coccyx
12919,72471,Hypermobility of coccyx,Hypermobility of coccyx
12920,72479,Disorder of coccyx NEC,Other disorders of coccyx
12921,7248,Other back symptoms,Other symptoms referable to back
12922,7249,Back disorder NOS,Other unspecified back disorders
12923,725,Polymyalgia rheumatica,Polymyalgia rheumatica
12924,7260,Adhesive capsulit shlder,Adhesive capsulitis of shoulder
12925,72610,Rotator cuff synd NOS,"Disorders of bursae and tendons in shoulder region, unspecified"
12926,72611,Calcif tendinitis shlder,Calcifying tendinitis of shoulder
12927,72612,Bicipital tenosynovitis,Bicipital tenosynovitis
12928,72613,Partial tear rotatr cuff,Partial tear of rotator cuff
12929,72619,Rotator cuff dis NEC,Other specified disorders of bursae and tendons in shoulder region
12930,7262,Shoulder region dis NEC,"Other affections of shoulder region, not elsewhere classified"
12931,72630,Elbow enthesopathy NOS,"Enthesopathy of elbow, unspecified"
12932,72631,Medial epicondylitis,Medial epicondylitis
12933,72632,Lateral epicondylitis,Lateral epicondylitis
12934,72633,Olecranon bursitis,Olecranon bursitis
12935,72639,Elbow enthesopathy NEC,Other enthesopathy of elbow region
12936,7264,Enthesopathy of wrist,Enthesopathy of wrist and carpus
12937,7265,Enthesopathy of hip,Enthesopathy of hip region
12938,72660,Enthesopathy of knee NOS,"Enthesopathy of knee, unspecified"
12939,72661,Pes anserinus tendinitis,Pes anserinus tendinitis or bursitis
12940,72662,Tibial coll lig bursitis,Tibial collateral ligament bursitis
12941,72663,Fibula coll lig bursitis,Fibular collateral ligament bursitis
12942,72664,Patellar tendinitis,Patellar tendinitis
12943,72665,Prepatellar bursitis,Prepatellar bursitis
12944,72669,Enthesopathy of knee NEC,Other enthesopathy of knee
12945,72670,Ankle enthesopathy NOS,"Enthesopathy of ankle and tarsus, unspecified"
12946,72671,Achilles tendinitis,Achilles bursitis or tendinitis
12947,72672,Tibialis tendinitis,Tibialis tendinitis
12948,72673,Calcaneal spur,Calcaneal spur
12949,72679,Ankle enthesopathy NEC,Other enthesopathy of ankle and tarsus
12950,7268,Periph enthesopathy NEC,Other peripheral enthesopathies
12951,72690,"Enthesopathy, site NOS",Enthesopathy of unspecified site
12952,72691,"Exostosis, site NOS",Exostosis of unspecified site
12953,72700,Synovitis NOS,"Synovitis and tenosynovitis, unspecified"
12954,72701,Synovitis in oth dis,Synovitis and tenosynovitis in diseases classified elsewhere
12955,72702,Giant cell tumor tendon,Giant cell tumor of tendon sheath
12956,72703,Trigger finger,Trigger finger (acquired)
12957,72704,Radial styloid tenosynov,Radial styloid tenosynovitis
12958,72705,Tenosynov hand/wrist NEC,Other tenosynovitis of hand and wrist
12959,72706,Tenosynovitis foot/ankle,Tenosynovitis of foot and ankle
12960,72709,Synovitis NEC,Other synovitis and tenosynovitis
12961,7271,Bunion,Bunion
12962,7272,Occupational bursitis,Specific bursitides often of occupational origin
12963,7273,Bursitis NEC,Other bursitis
12964,72740,Synovial cyst NOS,"Synovial cyst, unspecified"
12965,72741,Ganglion of joint,Ganglion of joint
12966,72742,Ganglion of tendon,Ganglion of tendon sheath
12967,72743,Ganglion NOS,"Ganglion, unspecified"
12968,72749,Bursal cyst NEC,"Other ganglion and cyst of synovium, tendon, and bursa"
12969,72750,Rupture of synovium NOS,"Rupture of synovium, unspecified"
12970,72751,Popliteal synovial cyst,Synovial cyst of popliteal space
12971,72759,Rupture of synovium NEC,Other rupture of synovium
12972,72760,Nontraum tendon rupt NOS,Nontraumatic rupture of unspecified tendon
12973,72761,Rotator cuff rupture,Complete rupture of rotator cuff
12974,72762,Biceps tendon rupture,Nontraumatic rupture of tendons of biceps (long head)
12975,72763,Rupt exten tendon hand,Nontraumatic rupture of extensor tendons of hand and wrist
12976,72764,Rupt flexor tendon hand,Nontraumatic rupture of flexor tendons of hand and wrist
12977,72765,Rupture quadricep tendon,Nontraumatic rupture of quadriceps tendon
12978,72766,Rupture patellar tendon,Nontraumatic rupture of patellar tendon
12979,72767,Rupture achilles tendon,Nontraumatic rupture of achilles tendon
12980,72768,Rupture tendon foot NEC,Nontraumatic rupture of other tendons of foot and ankle
12981,72769,Nontraum tendon rupt NEC,Nontraumatic rupture of other tendon
12982,72781,Contracture of tendon,Contracture of tendon (sheath)
12983,72782,Calcium deposit tendon,Calcium deposits in tendon and bursa
12984,72783,Plica syndrome,Plica syndrome
12985,72789,Synov/tend/bursa dis NEC,"Other disorders of synovium, tendon, and bursa"
12986,7852,Cardiac murmurs NEC,Undiagnosed cardiac murmurs
12987,7853,Abnorm heart sounds NEC,Other abnormal heart sounds
12988,7854,Gangrene,Gangrene
12989,78550,Shock NOS,"Shock, unspecified"
12990,78551,Cardiogenic shock,Cardiogenic shock
12991,78552,Septic shock,Septic shock
12992,78559,Shock w/o trauma NEC,Other shock without mention of trauma
12993,7856,Enlargement lymph nodes,Enlargement of lymph nodes
12994,7859,Cardiovas sys symp NEC,Other symptoms involving cardiovascular system
12995,78600,Respiratory abnorm NOS,"Respiratory abnormality, unspecified"
12996,78601,Hyperventilation,Hyperventilation
12997,78602,Orthopnea,Orthopnea
12998,78603,Apnea,Apnea
12999,78604,Cheyne-stokes respiratn,Cheyne-Stokes respiration
13000,78605,Shortness of breath,Shortness of breath
13001,78606,Tachypnea,Tachypnea
13002,78607,Wheezing,Wheezing
13003,78609,Respiratory abnorm NEC,Other respiratory abnormalities
13004,7861,Stridor,Stridor
13005,7862,Cough,Cough
13006,78630,Hemoptysis NOS,"Hemoptysis, unspecified"
13007,78631,Ac idio pul hemrg infant,Acute idiopathic pulmonary hemorrhage in infants [AIPHI]
13008,78639,Hemoptysis NEC,Other hemoptysis
13009,7864,Abnormal sputum,Abnormal sputum
13010,78650,Chest pain NOS,"Chest pain, unspecified"
13011,78651,Precordial pain,Precordial pain
13012,78652,Painful respiration,Painful respiration
13013,78659,Chest pain NEC,Other chest pain
13014,7866,Chest swelling/mass/lump,"Swelling, mass, or lump in chest"
13015,7867,Abnormal chest sounds,Abnormal chest sounds
13016,7868,Hiccough,Hiccough
13017,7869,Resp sys/chest symp NEC,Other symptoms involving respiratory system and chest
13018,78701,Nausea with vomiting,Nausea with vomiting
13019,78702,Nausea alone,Nausea alone
13020,78703,Vomiting alone,Vomiting alone
13021,78704,Bilious emesis,Bilious emesis
13022,7871,Heartburn,Heartburn
13023,78720,Dysphagia NOS,"Dysphagia, unspecified"
13024,78721,"Dysphagia, oral phase","Dysphagia, oral phase"
13025,78722,"Dysphagia, oropharyngeal","Dysphagia, oropharyngeal phase"
13026,78723,"Dysphagia, pharyngeal","Dysphagia, pharyngeal phase"
13027,E8246,N-traf brd/alit-ped cycl,Other motor vehicle nontraffic accident while boarding and alighting injuring pedal cyclist
13028,E8247,N-traf brd/alit-pedest,Other motor vehicle nontraffic accident while boarding and alighting injuring pedestrian
13029,E8248,N-traf brd/alit-pers NEC,Other motor vehicle nontraffic accident while boarding and alighting injuring other specified person
13030,E8249,N-traf brd/alit-pers NOS,Other motor vehicle nontraffic accident while boarding and alighting injuring unspecified person
13031,E8250,Mv n-traff acc NEC-driv,Other motor vehicle nontraffic accident of other and unspecified nature injuring driver of motor vehicle other than motorcycle
13032,E8251,Mv n-traff NEC/NOS-psgr,Other motor vehicle nontraffic accident of other and unspecified nature injuring passenger in motor vehicle other than motorcycle
13033,E8252,Mv n-traf acc NEC-mocycl,Other motor vehicle nontraffic accident of other and unspecified nature injuring motorcyclist
13034,E8253,Mv n-traff NEC-mcyc psgr,Other motor vehicle nontraffic accident of other and unspecified nature injuring passenger on motorcycle
13035,E8254,Mv n-traff NEC-st car,Other motor vehicle nontraffic accident of other and unspecified nature injuring occupant of streetcar
13036,E8255,Mv n-traf NEC-anim rider,Other motor vehicle nontraffic accident of other and unspecified nature injuring rider of animal; occupant of animal-drawn vehicle
13037,E8256,Mv n-traff NEC-ped cycl,Other motor vehicle nontraffic accident of other and unspecified nature injuring pedal cyclist
13038,E8257,Mv n-traff NEC-pedest,Other motor vehicle nontraffic accident of other and unspecified nature injuring pedestrian
13039,E8258,Mv n-traff NEC-pers NEC,Other motor vehicle nontraffic accident of other and unspecified nature injuring other specified person
13040,V062,Vaccin for dtp + tab,Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with typhoid-paratyphoid (DTP + TAB)
13041,V063,Vaccin for dtp + polio,Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [DTP + polio]
13042,V064,Vac-measle-mumps-rubella,Need for prophylactic vaccination and inoculation against measles-mumps-rubella (MMR)
13043,V065,Vaccination for Td-DT,Need for prophylactic vaccination and inoculation against tetanus-diphtheria [Td] (DT)
13044,V066,Nd vac strp pnumn/inflnz,Need for prophylactic vaccination and inoculation against streptococcus pneumoniae [pneumococcus] and influenza
13045,V068,Vac-dis combinations NEC,Need for prophylactic vaccination and inoculation against other combinations of diseases
13046,V069,Vac-dis combinations NOS,Unspecified combined vaccine
13047,V070,Prophylactic isolation,Need for isolation
13048,V071,Desensitiza to allergens,Need for desensitization to allergens
13049,V072,Prophylact immunotherapy,Need for prophylactic immunotherapy
13050,V0731,Prophylac fluoride admin,Need for prophylactic fluoride administration
13051,V0739,Other prophylac chemothr,Need for other prophylactic chemotherapy
13052,V074,Hormone replace postmeno,Hormone replacement therapy (postmenopausal)
13053,V0751,Use of SERMs,Use of selective estrogen receptor modulators (SERMs)
13054,V0752,Use aromatase inhibitors,Use of aromatase inhibitors
13055,V0759,Use oth agnt af estrogen,Use of other agents affecting estrogen receptors and estrogen levels
13056,V078,Prophyl or tx meas NEC,Other specified prophylactic or treatment measure
13057,V079,Prophyl or tx meas NOS,Unspecified prophylactic or treatment measure
13058,V08,Asymp hiv infectn status,Asymptomatic human immunodeficiency virus [HIV] infection status
13059,V090,Inf mcrg rstn pncllins,Infection with microorganisms resistant to penicillins
13060,V091,Inf mcrg rstn b-lactam,Infection with microorganisms resistant to cephalosporins and other B-lactam antibiotics
13061,V092,Inf mcrg rstn macrolides,Infection with microorganisms resistant to macrolides
13062,V093,Inf mcrg rstn ttrcycln,Infection with microorganisms resistant to tetracyclines
13063,V094,Inf mcrg rstn amnglcsds,Infection with microorganisms resistant to aminoglycosides
13064,V0950,Inf mcr rst qn flr nt ml,Infection with microorganisms without mention of resistance to multiple quinolones and fluroquinolones
13065,V0951,Inf mcrg rstn qn flrq ml,Infection with microorganisms with resistance to multiple quinolones and fluroquinolones
13066,V096,Inf mcrg rstn sulfnmides,Infection with microorganisms resistant to sulfonamides
13067,V0970,Inf mcr rst oth ag nt ml,Infection with microorganisms without mention of resistance to multiple antimycobacterial agents
13068,V0971,Inf mcrg rstn oth ag mlt,Infection with microorganisms with resistance to multiple antimycobacterial agents
13069,V0980,Inf mcr rst ot drg nt ml,Infection with microorganisms without mention of resistance to multiple drugs
13070,V0981,Inf mcrg rstn oth drg ml,Infection with microorganisms with resistance to multiple drugs
13071,V0990,Infc mcrg drgrst nt mult,"Infection with drug-resistant microorganisms, unspecified, without mention of multiple drug resistance"
13072,V0991,Infc mcrg drgrst mult,"Infection with drug-resistant microorganisms, unspecified, with multiple drug resistance"
13073,V1000,Hx of GI malignancy NOS,"Personal history of malignant neoplasm of gastrointestinal tract, unspecified"
13074,V1001,Hx of tongue malignancy,Personal history of malignant neoplasm of tongue
13075,V1002,Hx-oral/pharynx malg NEC,Personal history of malignant neoplasm of other and unspecified oral cavity and pharynx
13076,V1003,Hx-esophageal malignancy,Personal history of malignant neoplasm of esophagus
13077,V1004,Hx of gastric malignancy,Personal history of malignant neoplasm of stomach
13078,V1005,Hx of colonic malignancy,Personal history of malignant neoplasm of large intestine
13079,V1006,Hx-rectal & anal malign,"Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus"
13080,V1007,Hx of liver malignancy,Personal history of malignant neoplasm of liver
13081,V1009,Hx of GI malignancy NEC,Personal history of malignant neoplasm of other gastrointestinal tract
13082,V1011,Hx-bronchogenic malignan,Personal history of malignant neoplasm of bronchus and lung
13083,V1012,Hx-tracheal malignancy,Personal history of malignant neoplasm of trachea
13084,V1020,Hx-resp org malignan NOS,"Personal history of malignant neoplasm of respiratory organ, unspecified"
13085,V1021,Hx-laryngeal malignancy,Personal history of malignant neoplasm of larynx
13086,V1022,Hx-nose/ear/sinus malig,"Personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses"
13087,V1029,Hx-intrathoracic mal NEC,Personal history of malignant neoplasm of other respiratory and intrathoracic organs
13088,V103,Hx of breast malignancy,Personal history of malignant neoplasm of breast
13089,V1040,Hx-female genit malg NOS,"Personal history of malignant neoplasm of female genital organ, unspecified"
13090,9094,Late eff cert ext cause,Late effect of certain other external causes
13091,9095,Lte efct advrs efct drug,"Late effect of adverse effect of drug, medicinal or biological substance"
13092,9099,Late eff exter cause NEC,Late effect of other and unspecified external causes
13093,9100,Abrasion head,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection"
13094,9101,Abrasion head-infected,"Abrasion or friction burn of face, neck, and scalp except eye, infected"
13095,9102,Blister head,"Blister of face, neck, and scalp except eye, without mention of infection"
13096,9103,Blister head-infected,"Blister of face, neck, and scalp except eye, infected"
13097,9104,Insect bite head,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection"
13098,9105,Insect bite head-infect,"Insect bite, nonvenomous of face, neck, and scalp except eye, infected"
13099,9106,Foreign body head,"Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound and without mention of infection"
13100,9107,Foreign body head-infect,"Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound, infected"
13101,9108,Superfic inj head NEC,"Other and unspecified superficial injury of face, neck, and scalp, without mention of infection"
13102,9109,Superf inj head NEC-inf,"Other and unspecified superficial injury of face, neck, and scalp, infected"
13103,9110,Abrasion trunk,"Abrasion or friction burn of trunk, without mention of infection"
13104,9111,Abrasion trunk-infected,"Abrasion or friction burn of trunk, infected"
13105,9112,Blister trunk,"Blister of trunk, without mention of infection"
13106,9113,Blister trunk-infected,"Blister of trunk, infected"
13107,9114,Insect bite trunk,"Insect bite, nonvenomous of trunk, without mention of infection"
13108,9115,Insect bite trunk-infec,"Insect bite, nonvenomous of trunk, infected"
13109,9116,Foreign body trunk,"Superficial foreign body (splinter) of trunk, without major open wound and without mention of infection"
13110,9117,Foreign body trunk-infec,"Superficial foreign body (splinter) of trunk, without major open wound, infected"
13111,9118,Superfic inj trunk NEC,"Other and unspecified superficial injury of trunk, without mention of infection"
13112,9119,Superf inj trnk NEC-inf,"Other and unspecified superficial injury of trunk, infected"
13113,9120,Abrasion shoulder/arm,"Abrasion or friction burn of shoulder and upper arm, without mention of infection"
13114,9121,Abrasion shldr/arm-infec,"Abrasion or friction burn of shoulder and upper arm, infected"
13115,9122,Blister shoulder & arm,"Blister of shoulder and upper arm, without mention of infection"
13116,9123,Blister shoulder/arm-inf,"Blister of shoulder and upper arm, infected"
13117,9124,Insect bite shoulder/arm,"Insect bite, nonvenomous of shoulder and upper arm, without mention of infection"
13118,9125,Insect bite shld/arm-inf,"Insect bite, nonvenomous of shoulder and upper arm, infected"
13119,9126,Foreign body shouldr/arm,"Superficial foreign body (splinter) of shoulder and upper arm, without major open wound and without mention of infection"
13120,9765,Pois-eye anti-infec/drug,Poisoning by eye anti-infectives and other eye drugs
13121,9766,Poison-ent preparation,"Poisoning by anti-infectives and other drugs and preparations for ear, nose, and throat"
13122,9767,Pois-topical dental drug,Poisoning by dental drugs topically applied
13123,9768,Pois-skin/membr agnt NEC,Poisoning by other agents primarily affecting skin and mucous membrane
13124,9769,Pois-skin/membr agnt NOS,Poisoning by unspecified agent primarily affecting skin and mucous membrane
13125,9770,Poisoning-dietetics,Poisoning by dietetics
13126,9771,Poison-lipotropic drugs,Poisoning by lipotropic drugs
13127,9772,Poisoning-antidotes NEC,"Poisoning by antidotes and chelating agents, not elsewhere classified"
13128,9773,Poison-alcohol deterrent,Poisoning by alcohol deterrents
13129,9774,Pois-pharmaceut excipien,Poisoning by pharmaceutical excipients
13130,9778,Poison-medicinal agt NEC,Poisoning by other specified drugs and medicinal substances
13131,9779,Poison-medicinal agt NOS,Poisoning by unspecified drug or medicinal substance
13132,9780,Poisoning-bcg vaccine,Poisoning by BCG vaccine
13133,9781,Pois-typh/paratyph vacc,Poisoning by typhoid and paratyphoid vaccine
13134,9782,Poisoning-cholera vaccin,Poisoning by cholera vaccine
13135,9783,Poisoning-plague vaccine,Poisoning by plague vaccine
13136,9784,Poisoning-tetanus vaccin,Poisoning by tetanus vaccine
13137,9785,Pois-diphtheria vaccine,Poisoning by diphtheria vaccine
13138,9786,Pois-pertussis vaccine,"Poisoning by pertussis vaccine, including combinations with a pertussis component"
13139,9788,Pois-bact vaccin NEC/NOS,Poisoning by other and unspecified bacterial vaccines
13140,9789,Pois-mix bacter vaccines,"Poisoning by mixed bacterial vaccines, except combinations with a pertussis component"
13141,9790,Poison-smallpox vaccine,Poisoning by smallpox vaccine
13142,9791,Poison-rabies vaccine,Poisoning by rabies vaccine
13143,9792,Poison-typhus vaccine,Poisoning by typhus vaccine
13144,9793,Pois-yellow fever vaccin,Poisoning by yellow fever vaccine
13145,9794,Poisoning-measles vaccin,Poisoning by measles vaccine
13146,9795,Pois-poliomyelit vaccine,Poisoning by poliomyelitis vaccine
13147,9796,Pois-viral/rick vacc NEC,Poisoning by other and unspecified viral and rickettsial vaccines
13148,9797,Poisoning-mixed vaccine,"Poisoning by mixed viral-rickettsial and bacterial vaccines, except combinations with a pertussis component"
13149,9799,Pois-vaccine/biolog NEC,Poisoning by other and unspecified vaccines and biological substances
13150,9800,Toxic eff ethyl alcohol,Toxic effect of ethyl alcohol
13151,9801,Toxic eff methyl alcohol,Toxic effect of methyl alcohol
13152,9802,Toxic eff isopropyl alc,Toxic effect of isopropyl alcohol
13153,9803,Toxic effect fusel oil,Toxic effect of fusel oil
13154,9808,Toxic effect alcohol NEC,Toxic effect of other specified alcohols
13155,9809,Toxic effect alcohol NOS,Toxic effect of unspecified alcohol
13156,981,Toxic eff petroleum prod,Toxic effect of petroleum products
13157,9820,Toxic effect benzene,Toxic effect of benzene and homologues
13158,9821,Toxic eff carbon tetrach,Toxic effect of carbon tetrachloride
13159,9822,Toxic eff carbon disulfi,Toxic effect of carbon disulfide
13160,9823,Tx ef cl-hydcarb slv NEC,Toxic effect of other chlorinated hydrocarbon solvents
13161,E8721,Failure sterile infusion,Failure of sterile precautions during infusion or transfusion
13162,E8722,Fail sterile perfusn NEC,Failure of sterile precautions during kidney dialysis and other perfusion
13163,E8723,Fail sterile injection,Failure of sterile precautions during injection or vaccination
13164,E8724,Fail sterile endoscopy,Failure of sterile precautions during endoscopic examination
13165,9399,Foreign bdy gu tract NOS,Foreign body in unspecified site in genitourinary tract
13166,9400,Chemical burn periocular,Chemical burn of eyelids and periocular area
13167,9401,Burn periocular area NEC,Other burns of eyelids and periocular area
13168,9402,Alkal burn cornea/conjun,Alkaline chemical burn of cornea and conjunctival sac
13169,9403,Acid burn cornea/conjunc,Acid chemical burn of cornea and conjunctival sac
13170,9404,Burn cornea/conjunct NEC,Other burn of cornea and conjunctival sac
13171,9405,Burn w eyeball destruct,Burn with resulting rupture and destruction of eyeball
13172,9409,Burn eye & adnexa NOS,Unspecified burn of eye and adnexa
13173,94100,Burn NOS head-unspec,"Burn of unspecified degree of face and head, unspecified site"
13174,94101,Burn NOS ear,Burn of unspecified degree of ear [any part]
13175,94102,Burn NOS eye,"Burn of unspecified degree of eye (with other parts of face, head, and neck)"
13176,94103,Burn NOS lip,Burn of unspecified degree of lip(s)
13177,94104,Burn NOS chin,Burn of unspecified degree of chin
13178,94105,Burn NOS nose,Burn of unspecified degree of nose (septum)
13179,94106,Burn NOS scalp,Burn of unspecified degree of scalp [any part]
13180,94107,Burn NOS face NEC,Burn of unspecified degree of forehead and cheek
13181,94108,Burn NOS neck,Burn of unspecified degree of neck
13182,94109,Burn NOS head-mult,"Burn of unspecified degree of multiple sites [except with eye] of face, head, and neck"
13183,94110,1st deg burn head NOS,"Erythema [first degree] of face and head, unspecified site"
13184,94111,1st deg burn ear,Erythema [first degree] of ear [any part]
13185,94112,1st deg burn eye,"Erythema [first degree] of eye (with other parts face, head, and neck)"
13186,94113,1st deg burn lip,Erythema [first degree] of lip(s)
13187,94114,1st deg burn chin,Erythema [first degree] of chin
13188,94115,1st deg burn nose,Erythema [first degree] of nose (septum)
13189,94116,1st deg burn scalp,Erythema [first degree] of scalp [any part]
13190,94117,1st deg burn face NEC,Erythema [first degree] of forehead and cheek
13191,94118,1st deg burn neck,Erythema [first degree] of neck
13192,94119,1st deg burn head-mult,"Erythema [first degree] of multiple sites [except with eye] of face, head, and neck"
13193,94120,2nd deg burn head NOS,"Blisters, epidermal loss [second degree] of face and head, unspecified site"
13194,94121,2nd deg burn ear,"Blisters, epidermal loss [second degree] of ear [any part]"
13195,94122,2nd deg burn eye,"Blisters, epidermal loss [second degree] of eye (with other parts of face, head, and neck)"
13196,94123,2nd deg burn lip,"Blisters, epidermal loss [second degree] of lip(s)"
