LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,,PARAM_TYPE,NOTE
,,Site Drainage Amount #6,,,224913,Impaired Skin Drainage Amount #6,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Drainage Amount #7,,,224914,Impaired Skin Drainage Amount #7,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Drainage Amount #8,,,224915,Impaired Skin Drainage Amount #8,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site #2,,,224930,Impaired Skin Site #2,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site #3,,,224931,Impaired Skin Site #3,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site #4,,,224932,Impaired Skin Site #4,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site #5,,,224933,Impaired Skin Site #5,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site #6,,,224934,Impaired Skin Site #6,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site #7,,,224935,Impaired Skin Site #7,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site #8,,,224936,Impaired Skin Site #8,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Treatment #2,,,224937,Impaired Skin Treatment #2,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Treatment #3,,,224938,Impaired Skin Treatment #3,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Treatment #4,,,224939,Impaired Skin Treatment #4,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Treatment #5,,,224940,Impaired Skin Treatment #5,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Treatment #6,,,224941,Impaired Skin Treatment #6,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Treatment #7,,,224942,Impaired Skin Treatment #7,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Treatment #8,,,224943,Impaired Skin Treatment #8,,,0,Skin - Impairment,,,,metavision,,Text,
,,Type #2,,,224944,Impaired Skin Type #2,,,0,Skin - Impairment,,,,metavision,,Text,
,,Type #3,,,224945,Impaired Skin Type #3,,,0,Skin - Impairment,,,,metavision,,Text,
,,Type #4,,,224946,Impaired Skin Type #4,,,0,Skin - Impairment,,,,metavision,,Text,
,,Type #5,,,224947,Impaired Skin Type #5,,,0,Skin - Impairment,,,,metavision,,Text,
,,Type #6,,,224948,Impaired Skin Type #6,,,0,Skin - Impairment,,,,metavision,,Text,
,,Type #7,,,224949,Impaired Skin Type #7,,,0,Skin - Impairment,,,,metavision,,Text,
,,Type #8,,,224950,Impaired Skin Type #8,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site/Wound Base #2,,,224958,Impaired Skin Wound Base #2,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site/Wound Base #3,,,224959,Impaired Skin Wound Base #3,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site/Wound Base #4,,,224960,Impaired Skin Wound Base #4,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site/Wound Base #5,,,224961,Impaired Skin Wound Base #5,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site/Wound Base #6,,,224962,Impaired Skin Wound Base #6,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site/Wound Base #7,,,224963,Impaired Skin Wound Base #7,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site/Wound Base #8,,,224964,Impaired Skin Wound Base #8,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer Stage #2,,,224965,Pressure Ulcer Stage #2,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer Stage #3,,,224966,Pressure Ulcer Stage #3,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer Stage #4,,,224967,Pressure Ulcer Stage #4,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer Stage #5,,,224968,Pressure Ulcer Stage #5,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer Stage #6,,,224969,Pressure Ulcer Stage #6,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer Stage #7,,,224970,Pressure Ulcer Stage #7,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer Stage #8,,,224971,Pressure Ulcer Stage #8,,,0,Skin - Impairment,,,,metavision,,Text,
,,Surrounding Tissue #2,,,224972,Surrounding Tissue #2,,,0,Skin - Impairment,,,,metavision,,Text,
,,Surrounding Tissue #3,,,224973,Surrounding Tissue #3,,,0,Skin - Impairment,,,,metavision,,Text,
,,Surrounding Tissue #4,,,224974,Surrounding Tissue #4,,,0,Skin - Impairment,,,,metavision,,Text,
,,Surrounding Tissue #5,,,224975,Surrounding Tissue #5,,,0,Skin - Impairment,,,,metavision,,Text,
,,Surrounding Tissue #6,,,224976,Surrounding Tissue #6,,,0,Skin - Impairment,,,,metavision,,Text,
,,Surrounding Tissue #7,,,224977,Surrounding Tissue #7,,,0,Skin - Impairment,,,,metavision,,Text,
,,Surrounding Tissue #8,,,224978,Surrounding Tissue #8,,,0,Skin - Impairment,,,,metavision,,Text,
,,Tunneling Present #2,,,224979,Tunneling Present #2,,,0,Skin - Impairment,,,,metavision,,Text,
,,Tunneling Present #3,,,224980,Tunneling Present #3,,,0,Skin - Impairment,,,,metavision,,Text,
,,Tunneling Present #4,,,224981,Tunneling Present #4,,,0,Skin - Impairment,,,,metavision,,Text,
,,Tunneling Present #5,,,224982,Tunneling Present #5,,,0,Skin - Impairment,,,,metavision,,Text,
,,Tunneling Present #6,,,224983,Tunneling Present #6,,,0,Skin - Impairment,,,,metavision,,Text,
,,Tunneling Present #7,,,224984,Tunneling Present #7,,,0,Skin - Impairment,,,,metavision,,Text,
,,Tunneling Present #8,,,224985,Tunneling Present #8,,,0,Skin - Impairment,,,,metavision,,Text,
,,Undermining Present #2,,,224986,Undermining Present #2,,,0,Skin - Impairment,,,,metavision,,Text,
,,Undermining Present #3,,,224987,Undermining Present #3,,,0,Skin - Impairment,,,,metavision,,Text,
,,Undermining Present #4,,,224988,Undermining Present #4,,,0,Skin - Impairment,,,,metavision,,Text,
,,Undermining Present #5,,,224989,Undermining Present #5,,,0,Skin - Impairment,,,,metavision,,Text,
,,Undermining Present #6,,,224990,Undermining Present #6,,,0,Skin - Impairment,,,,metavision,,Text,
,,Undermining Present #7,,,224991,Undermining Present #7,,,0,Skin - Impairment,,,,metavision,,Text,
,,Undermining Present #8,,,224992,Undermining Present #8,,,0,Skin - Impairment,,,,metavision,,Text,
,,Incision Appearance #2,,,224993,Incision Appearance #2,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Appearance #3,,,224994,Incision Appearance #3,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Appearance #4,,,224995,Incision Appearance #4,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Appearance #5,,,224996,Incision Appearance #5,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Appearance #6,,,224997,Incision Appearance #6,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Cleansing #2,,,224998,Incision Cleansing #2,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Cleansing #3,,,224999,Incision Cleansing #3,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Cleansing #4,,,225000,Incision Cleansing #4,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Cleansing #5,,,225001,Incision Cleansing #5,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Cleansing #6,,,225002,Incision Cleansing #6,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Closure #6,,,225003,Incision Closure #6,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Closure #2,,,225004,Incision Closure #2,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Closure #3,,,225005,Incision Closure #3,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Closure #4,,,225006,Incision Closure #4,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Closure #5,,,225007,Incision Closure #5,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Drainage #2,,,225013,Incision Drainage #2,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Drainage #3,,,225014,Incision Drainage #3,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Drainage #4,,,225015,Incision Drainage #4,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Drainage #5,,,225016,Incision Drainage #5,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Drainage #6,,,225017,Incision Drainage #6,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Drainage Amount #2,,,225018,Incision Drainage Amount #2,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Drainage Amount #3,,,225019,Incision Drainage Amount #3,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Drainage Amount #4,,,225020,Incision Drainage Amount #4,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Drainage Amount #5,,,225021,Incision Drainage Amount #5,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Drainage Amount #6,,,225022,Incision Drainage Amount #6,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Dressing #2,,,225023,Incision Dressing #2,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Dressing #3,,,225024,Incision Dressing #3,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Dressing #4,,,225025,Incision Dressing #4,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Dressing #5,,,225026,Incision Dressing #5,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Dressing #6,,,225027,Incision Dressing #6,,,0,Skin - Incisions,,,,metavision,,Text,
,,Dressing Status #2,,,225028,Dressing Status #2,,,0,Skin - Incisions,,,,metavision,,Text,
,,Dressing Status #3,,,225029,Dressing Status #3,,,0,Skin - Incisions,,,,metavision,,Text,
,,Dressing Status #4,,,225030,Dressing Status #4,,,0,Skin - Incisions,,,,metavision,,Text,
,,Dressing Status #5,,,225031,Dressing Status #5,,,0,Skin - Incisions,,,,metavision,,Text,
,,Dressing Status #6,,,225032,Dressing Status #6,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Packing #2,,,225043,Incision Packing #2,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Packing #3,,,225044,Incision Packing #3,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Packing #4,,,225045,Incision Packing #4,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Packing #5,,,225046,Incision Packing #5,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Packing #6,,,225047,Incision Packing #6,,,0,Skin - Incisions,,,,metavision,,Text,
,,Knee Location - Immobilizer,,,225048,Knee Location - Immobilizer,,,0,Treatments,,,,metavision,,Text,
,,Warming Device Status,,,225050,Warming Device Status,,,0,Treatments,,,,metavision,,Text,
,,Cooling Device Status,,,225052,Cooling Device Status,,,0,Treatments,,,,metavision,,Text,
,,Anti Embolic Device Status,,,225054,Anti Embolic Device Status,,,0,Treatments,,,,metavision,,Text,
,,PMH,,,225059,Past medical history,,,0,Adm History/FHPA,,,,metavision,,Text,
,,Living situation,,,225072,Living situation,,,0,Adm History/FHPA,,,,metavision,,Text,
,,Pregnancy due date,,,225083,Pregnancy due date,,datetimeevents,0,Adm History/FHPA,,,,metavision,,Date time,
,,Interpreter,,,225090,Interpreter,,,0,Adm History/FHPA,,,,metavision,,Text,
,,Balance,,,225097,Balance,,,0,Adm History/FHPA,,,,metavision,,Text,
,,Judgement,,,225099,Judgement,,,0,Adm History/FHPA,,,,metavision,,Text,
,,Use of assistive devices,,,225101,Use of assistive devices,,,0,Adm History/FHPA,,,,metavision,,Text,
,,Appetite,,,225120,Appetite,,,0,Adm History/FHPA,,,,metavision,,Text,
,,Last dialysis,,,225128,Last dialysis,,datetimeevents,0,Adm History/FHPA,,,,metavision,,Date time,
,,Teaching directed toward,,,225131,Teaching directed toward,,,0,Adm History/FHPA,,,,metavision,,Text,
,,Consults,,,225135,Consults,,,0,Adm History/FHPA,,,,metavision,,Text,
,,Patient valuables,,,225137,Patient valuables,,,0,Adm History/FHPA,,,,metavision,,Text,
,,Argatroban,,,225147,Argatroban,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
,,Bivalirudin (Angiomax),,,225148,Bivalirudin (Angiomax),mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
,,Dexmedetomidine (Precedex),,,225150,Dexmedetomidine (Precedex),mcg,inputevents_mv,0,Medications,,,,metavision,,Solution,
,,Eptifibatide (Integrilin),,,225151,Eptifibatide (Integrilin),mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
,,Heparin Sodium,,,225152,Heparin Sodium,units,inputevents_mv,0,Medications,,,,metavision,,Solution,
,,Labetalol,,,225153,Labetalol,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
,,Morphine Sulfate,,,225154,Morphine Sulfate,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
,,Octreotide,,,225155,Octreotide,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
,,Pentobarbital,,,225156,Pentobarbital,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
,,Tirofiban (Aggrastat),,,225157,Tirofiban (Aggrastat),mg,inputevents_mv,0,Medications,,,,metavision,,Solution,
,,NaCl 0.9%,,,225158,NaCl 0.9%,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,
,,NaCl 0.45%,,,225159,NaCl 0.45%,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,
,,NaCl 3% (Hypertonic Saline),,,225161,NaCl 3% (Hypertonic Saline),mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,
,,Prismasate K2,,,225162,Prismasate K2,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,
,,Prismasate K4,,,225163,Prismasate K4,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,
,,Trisodium Citrate 0.4%,,,225164,Trisodium Citrate 0.4%,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,
,,Bicarbonate Base,,,225165,Bicarbonate Base,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,
,,Potassium Chloride - KCL,,,225166,Potassium Chloride,mEq,inputevents_mv,0,Medications,,,,metavision,,Solution,
,,Hydrochloric Acid - HCL,,,225167,Hydrochloric Acid - HCL,mEq,inputevents_mv,0,Medications,,,,metavision,,Solution,
,,Platelets,,,225170,Platelets,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,
,,Cryoprecipitate,,,225171,Cryoprecipitate,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,
,,Cell Saver,,,225173,Cell Saver,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,
,,Hetastarch (Hespan) 6%,,,225174,Hetastarch (Hespan) 6%,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,
,,ROM Status,,,225176,Range of Motion Status,,,0,Treatments,,,,metavision,,Text,
,,PT Splint Status #1,,,225180,PT Splint Status #1,,,0,Treatments,,,,metavision,,Text,
,,PT Splint Status #2,,,225182,PT Splint Status #2,,,0,Treatments,,,,metavision,,Text,
,,Current Goal,,,225183,Current Goal,mL,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,PT Splint Status #3,,,225194,PT Splint Status #3,,,0,Treatments,,,,metavision,,Text,
,,PT Splint Status #4,,,225196,PT Splint Status #4,,,0,Treatments,,,,metavision,,Text,
,,Triple Introducer,,,225199,Triple Introducer,None,procedureevents_mv,0,Access Lines - Invasive,,,,metavision,,Process,
,,Indwelling Port (PortaCath),,,225202,Indwelling Port (PortaCath),None,procedureevents_mv,0,Access Lines - Invasive,,,,metavision,,Process,
,,Pheresis Catheter,,,225203,Pheresis Catheter,None,procedureevents_mv,0,Access Lines - Invasive,,,,metavision,,Process,
,,Midline,,,225204,Midline,None,procedureevents_mv,0,Access Lines - Invasive,,,,metavision,,Process,
,,RIC,,,225205,RIC,None,procedureevents_mv,0,Access Lines - Peripheral,,,,metavision,,Process,
,,Trauma Line Cap Change,,,225213,Trauma Line Cap Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Trauma Line Change over Wire Date,,,225214,Trauma Line Change over Wire Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Trauma Line Dressing Change,,,225216,Trauma Line Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Trauma Line Site Appear,,,225217,Trauma Line Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Trauma Line Tubing Change,,,225218,Trauma Line Tubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,CCO PAC Cap Change,,,225221,CCO PAC Cap Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,CCO PAC Change over Wire Date,,,225222,CCO PAC Change over Wire Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,CCO PAC Dressing Change,,,225224,CCO PAC Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,CCO PAC Site Appear,,,225225,CCO PAC Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,CCO PAC Tubing Change,,,225226,CCO PAC Tubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,CCO PAC Waveform Appear,,,225227,CCO PAC Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,20 Gauge Reason Discontinued,,,225230,20 Gauge Reason Discontinued,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,20 Gauge Site Appear,,,225231,20 Gauge Site Appear,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,18 Gauge Reason Discontinued,,,225233,18 Gauge Reason Discontinued,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,18 Gauge Site Appear,,,225234,18 Gauge Site Appear,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,16 Gauge Reason Discontinued,,,225236,16 Gauge Reason Discontinued,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,16 Gauge Site Appear,,,225237,16 Gauge Site Appear,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,14 Gauge Reason Discontinued,,,225239,14 Gauge Reason Discontinued,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,14 Gauge Site Appear,,,225240,14 Gauge Site Appear,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,Indication (THCEN),,,225242,Indication (THCEN),,,0,Thoracentesis,,,,metavision,,Text,
,,Side (THCEN),,,225244,Side (THCEN),,,0,Thoracentesis,,,,metavision,,Text,
,,Patient position (THCEN),,,225245,Patient position (THCEN),,,0,Thoracentesis,,,,metavision,,Text,
,,Fluid Removed (THCEN),,,225246,Fluid Removed (THCEN),mL,chartevents,0,Thoracentesis,,,,metavision,,Numeric,
,,Fluid Removed Description (THCEN),,,225247,Fluid Removed Description (THCEN),,,0,Thoracentesis,,,,metavision,,Text,
,,Complications (THCEN),,,225250,Complications (THCEN),,,0,Thoracentesis,,,,metavision,,Text,
,,Indication (PACEN),,,225254,Indication (PACEN),,,0,Paracentesis,,,,metavision,,Text,
,,Ultrasound (PACEN),,,225255,Ultrasound (PACEN),,,0,Paracentesis,,,,metavision,,Text,
,,Insertion site prepped and draped (PACEN),,,225256,Insertion site prepped and draped (PACEN),,chartevents,0,Paracentesis,,,,metavision,,Checkbox,
,,Lidocaine 1% (PACEN),,,225257,Lidocaine 1% (PACEN),mL SC,chartevents,0,Paracentesis,,,,metavision,,Numeric,
,,Entry site (PACEN),,,225260,Entry site (PACEN),,,0,Paracentesis,,,,metavision,,Text,
,,Fluid removed (PACEN),,,225261,Fluid removed (PACEN),mL,chartevents,0,Paracentesis,,,,metavision,,Numeric,
,,Fluid removed description (PACEN),,,225262,Fluid removed description (PACEN),,,0,Paracentesis,,,,metavision,,Text,
,,Difficult to Intubate,,,225267,Difficult to Intubate,,chartevents,0,Intubation,,,,metavision,,Checkbox,
,,Induction/Drugs/Doses (Intubation),,,225271,Induction/Drugs/Doses (Intubation),,,0,Intubation,,,,metavision,,Text,
,,ETT Position (cm at teeth),,,225277,ETT Position (cm at teeth),None,chartevents,0,Respiratory,,,,metavision,,Numeric,
,,ETT Route,,,225278,ETT Route,,,0,Respiratory,,,,metavision,,Text,
,,Date of Admission to Hospital,,,225279,Date of Admission to Hospital,,datetimeevents,0,Adm History/FHPA,,,,metavision,,Date time,
,,Indications (PICC),,,225281,Indications (PICC),,,0,PICC Line Insertion,,,,metavision,,Text,
,,Hand Cleansing Prior to Procedure (PICC),,,225283,Hand Cleansing Prior to Procedure (PICC),,chartevents,0,PICC Line Insertion,,,,metavision,,Checkbox,
,,PICC Ordered on POE,,,225284,PICC Ordered on POE,,chartevents,0,PICC Line Insertion,,,,metavision,,Checkbox,
,,Catheter repositioned (PICC),,,225285,Catheter repositioned (PICC),,,0,PICC Line Insertion,,,,metavision,,Text,
,,Transparent dressing applied (PICC),,,225287,Transparent dressing applied and dated (PICC),,chartevents,0,PICC Line Insertion,,,,metavision,,Checkbox,
,,Follow-up X-RAY Ordered (PICC),,,225288,Follow-up X-RAY Ordered (PICC),,chartevents,0,PICC Line Insertion,,,,metavision,,Checkbox,
,,Attending/Supervisor is Clinician Operator (PICC),,,225289,Attending/Supervisor is Clinician Operator (PICC),,chartevents,0,PICC Line Insertion,,,,metavision,,Checkbox,
,,Present during procedure/agree w/ checklist (PICC),,,225290,Present during key moments and agree with checklist (PICC),,chartevents,0,PICC Line Insertion,,,,metavision,,Checkbox,
,,Indication (Intubation),,,225291,Indication (Intubation),,,0,Intubation,,,,metavision,,Text,
,,Unable to complete Airway (Intubation),,,225292,Unable to complete Airway Assessment (Intubation),,chartevents,0,Intubation,,,,metavision,,Checkbox,
,,Mouth Opening (Intubation),,,225294,Mouth Opening (Intubation),,,0,Intubation,,,,metavision,,Text,
,,Thyromental Distance (Intubation),,,225295,Thyromental Distance (Intubation),,,0,Intubation,,,,metavision,,Text,
,,Mandibular Prognatism (Intubation),,,225296,Mandibular Prognatism (Intubation),,,0,Intubation,,,,metavision,,Text,
,,Teeth/Dentition (Intubation),,,225297,Teeth/Dentition (Intubation),,,0,Intubation,,,,metavision,,Text,
,,Neck ROM (Intubation),,,225298,Neck ROM (Intubation),,,0,Intubation,,,,metavision,,Text,
,,No Drugs Administered (Intubation),,,225300,No Drugs Administered (Intubation),,chartevents,0,Intubation,,,,metavision,,Checkbox,
,,RSI (Intubation),,,225301,RSI (Intubation),,chartevents,0,Intubation,,,,metavision,,Checkbox,
,,Pre-Oxygentated (Intubation),,,225302,Pre-Oxygentated (Intubation),,chartevents,0,Intubation,,,,metavision,,Checkbox,
,,Mask Ventilation (Intubation),,,225303,Mask Ventilation (Intubation),,,0,Intubation,,,,metavision,,Text,
,,Blade / Equipment (Intubation),,,225304,Blade / Equipment (Intubation),,,0,Intubation,,,,metavision,,Text,
,,Number of Attempts (Intubation),,,225306,Number of Attempts (Intubation),,,0,Intubation,,,,metavision,,Text,
,,Oral ETT,,,225307,Oral ETT,,chartevents,0,Intubation,,,,metavision,,Checkbox,
,,Nasal ETT,,,225308,Nasal ETT,,chartevents,0,Intubation,,,,metavision,,Checkbox,
,,Tunneled (Hickman) Line,,,225315,Tunneled (Hickman) Line,None,procedureevents_mv,0,Access Lines - Invasive,,,,metavision,,Process,
,,CCO PAC Insertion Date,,,225316,CCO PAC Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Trauma Line Insertion Date,,,225317,Trauma Line Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Dialysis Catheter Cap Change,,,225318,Dialysis Catheter Cap Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Dialysis Catheter Change over Wire Date,,,225319,Dialysis Catheter Change over Wire Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Dialysis Catheter Dressing Change,,,225321,Dialysis Catheter Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Dialysis Catheter Insertion Date,,,225322,Dialysis Catheter Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Dialysis Catheter Site Appear,,,225323,Dialysis Catheter Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Dialysis Catheter Tubing Change,,,225324,Dialysis CatheterTubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Tunneled (Hickman) Cap Change,,,225327,Tunneled (Hickman) Cap Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Tunneled (Hickman) Change over Wire Date,,,225328,Tunneled (Hickman) Change over Wire Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Tunneled (Hickman) Dressing Change,,,225329,Tunneled (Hickman) Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Tunneled (Hickman) Insertion Date,,,225330,Tunneled (Hickman) Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Tunneled (Hickman) Site Appear,,,225331,Tunneled (Hickman) Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tunneled (Hickman) Tubing Change,,,225332,Tunneled (Hickman) Tubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,IABP Cap Change,,,225335,IABP Cap Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,IABP Change over Wire Date,,,225336,IABP Change over Wire Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,IABP Dressing Change,,,225337,IABP Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,IABP Insertion Date,,,225338,IABP Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,IABP Site Appear,,,225339,IABP Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IABP Tubing Change,,,225340,IABP Tubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,IABP Art. Waveform Appear,,,225341,IABP Art. Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Midline Cap Change,,,225343,Midline Cap Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Midline Change over Wire Date,,,225344,Midline Change over Wire Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Midline Dressing Change,,,225345,Midline Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Midline Insertion Date,,,225346,Midline Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Midline Site Appear,,,225347,Midline Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Midline Tubing Change,,,225348,Midline Tubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,PA Catheter Cap Change,,,225351,PA Catheter Cap Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,PA Catheter Change over Wire Date,,,225352,PA Catheter Change over Wire Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,PA Catheter Dressing Change,,,225353,PA Catheter Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,PA Catheter Insertion Date,,,225354,PA Catheter Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,PA Catheter Site Appear,,,225355,PA Catheter Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
