"icd10cm","icd9cm","flags","approximate","no_map","combination","scenario","choice_list"
"T71234D","V5889","10000",1,0,0,0,0
"T71234S","9094","10000",1,0,0,0,0
"T7129XA","9947","10111",1,0,1,1,1
"T7129XA","E9132","10112",1,0,1,1,2
"T7129XD","V5889","10000",1,0,0,0,0
"T7129XS","9094","10000",1,0,0,0,0
"T719XXA","9947","10111",1,0,1,1,1
"T719XXA","E9139","10112",1,0,1,1,2
"T719XXD","V5889","10000",1,0,0,0,0
"T719XXS","9094","10000",1,0,0,0,0
"T730XXA","9942","10111",1,0,1,1,1
"T730XXA","E9041","10112",1,0,1,1,2
"T730XXD","V5889","10000",1,0,0,0,0
"T730XXS","9094","10000",1,0,0,0,0
"T731XXA","9943","10111",1,0,1,1,1
"T731XXA","E9042","10112",1,0,1,1,2
"T731XXD","V5889","10000",1,0,0,0,0
"T731XXS","9094","10000",1,0,0,0,0
"T732XXA","9944","10111",1,0,1,1,1
"T732XXA","E9043","10112",1,0,1,1,2
"T732XXD","V5889","10000",1,0,0,0,0
"T732XXS","9094","10000",1,0,0,0,0
"T733XXA","9945","10111",1,0,1,1,1
"T733XXA","E9272","10112",1,0,1,1,2
"T733XXD","V5889","10000",1,0,0,0,0
"T733XXS","9094","10000",1,0,0,0,0
"T738XXA","9949","10111",1,0,1,1,1
"T738XXA","E9049","10112",1,0,1,1,2
"T738XXD","V5889","10000",1,0,0,0,0
"T738XXS","9094","10000",1,0,0,0,0
"T739XXA","9949","10111",1,0,1,1,1
"T739XXA","E9049","10112",1,0,1,1,2
"T739XXD","V5889","10000",1,0,0,0,0
"T739XXS","9094","10000",1,0,0,0,0
"T7401XA","99584","10111",1,0,1,1,1
"T7401XA","E9040","10112",1,0,1,1,2
"T7401XD","V5889","10000",1,0,0,0,0
"T7401XS","9099","10000",1,0,0,0,0
"T7402XA","99552","10111",1,0,1,1,1
"T7402XA","E9040","10112",1,0,1,1,2
"T7402XD","V5889","10000",1,0,0,0,0
"T7402XS","9099","10000",1,0,0,0,0
"T7411XA","99581","10000",1,0,0,0,0
"T7411XD","V5889","10000",1,0,0,0,0
"T7411XS","9099","10000",1,0,0,0,0
"T7412XA","99554","10000",1,0,0,0,0
"T7412XD","V5889","10000",1,0,0,0,0
"T7412XS","9099","10000",1,0,0,0,0
"T7421XA","99583","10000",1,0,0,0,0
"T7421XD","V5889","10000",1,0,0,0,0
"T7421XS","9099","10000",1,0,0,0,0
"T7422XA","99553","10000",1,0,0,0,0
"T7422XD","V5889","10000",1,0,0,0,0
"T7422XS","9099","10000",1,0,0,0,0
"T7431XA","99582","10000",1,0,0,0,0
"T7431XD","V5889","10000",1,0,0,0,0
"T7431XS","9099","10000",1,0,0,0,0
"T7432XA","99551","10000",1,0,0,0,0
"T7432XD","V5889","10000",1,0,0,0,0
"T7432XS","9099","10000",1,0,0,0,0
"T744XXA","99555","10000",1,0,0,0,0
"T744XXD","V5889","10000",1,0,0,0,0
"T744XXS","9099","10000",1,0,0,0,0
"T7491XA","99580","10000",1,0,0,0,0
"T7491XD","V5889","10000",1,0,0,0,0
"T7491XS","9099","10000",1,0,0,0,0
"T7492XA","99550","10000",1,0,0,0,0
"T7492XD","V5889","10000",1,0,0,0,0
"T7492XS","9099","10000",1,0,0,0,0
"T7500XA","9940","10000",1,0,0,0,0
"T7500XD","V5889","10000",1,0,0,0,0
"T7500XS","9094","10000",1,0,0,0,0
"T7501XA","9940","10000",1,0,0,0,0
"T7501XD","V5889","10000",1,0,0,0,0
"T7501XS","9094","10000",1,0,0,0,0
"T7509XA","9940","10000",1,0,0,0,0
"T7509XD","V5889","10000",1,0,0,0,0
"T7509XS","9094","10000",1,0,0,0,0
"T751XXA","9941","10000",1,0,0,0,0
"T751XXD","V5889","10000",1,0,0,0,0
"T751XXS","9094","10000",1,0,0,0,0
"T7520XA","9949","10000",1,0,0,0,0
"T7520XD","V5889","10000",1,0,0,0,0
"T7520XS","9094","10000",1,0,0,0,0
"T7521XA","9949","10000",1,0,0,0,0
"T7521XD","V5889","10000",1,0,0,0,0
"T7521XS","9094","10000",1,0,0,0,0
"T7522XA","9949","10000",1,0,0,0,0
"T7522XD","V5889","10000",1,0,0,0,0
"T7522XS","9094","10000",1,0,0,0,0
"T7523XA","9949","10000",1,0,0,0,0
"T7523XD","V5889","10000",1,0,0,0,0
"T7523XS","9094","10000",1,0,0,0,0
"T7529XA","9949","10000",1,0,0,0,0
"T7529XD","V5889","10000",1,0,0,0,0
"T7529XS","9094","10000",1,0,0,0,0
"T753XXA","9946","10111",1,0,1,1,1
"T753XXA","E903","10112",1,0,1,1,2
"T753XXD","V5889","10000",1,0,0,0,0
"T753XXS","9094","10000",1,0,0,0,0
"T754XXA","9948","10000",1,0,0,0,0
"T754XXD","V5889","10000",1,0,0,0,0
"T754XXS","9094","10000",1,0,0,0,0
"T7581XA","9949","10000",1,0,0,0,0
"T7581XD","V5889","10000",1,0,0,0,0
"T7581XS","9094","10000",1,0,0,0,0
"T7582XA","9949","10000",1,0,0,0,0
"T7582XD","V5889","10000",1,0,0,0,0
"T7582XS","9094","10000",1,0,0,0,0
"T7589XA","9949","10000",1,0,0,0,0
"T7589XD","V5889","10000",1,0,0,0,0
"T7589XS","9094","10000",1,0,0,0,0
"T7601XA","99584","10000",1,0,0,0,0
"T7601XD","V5889","10000",1,0,0,0,0
"T7601XS","9099","10000",1,0,0,0,0
"T7602XA","99552","10000",1,0,0,0,0
"T7602XD","V5889","10000",1,0,0,0,0
"T7602XS","9099","10000",1,0,0,0,0
"T7611XA","99581","10000",1,0,0,0,0
"T7611XD","V5889","10000",1,0,0,0,0
"T7611XS","9099","10000",1,0,0,0,0
"T7612XA","99554","10000",1,0,0,0,0
"T7612XD","V5889","10000",1,0,0,0,0
"T7612XS","9099","10000",1,0,0,0,0
"T7621XA","99583","10000",1,0,0,0,0
"T7621XD","V5889","10000",1,0,0,0,0
"T7621XS","9099","10000",1,0,0,0,0
"T7622XA","99553","10000",1,0,0,0,0
"T7622XD","V5889","10000",1,0,0,0,0
"T7622XS","9099","10000",1,0,0,0,0
"T7631XA","99582","10000",1,0,0,0,0
"T7631XD","V5889","10000",1,0,0,0,0
"T7631XS","9099","10000",1,0,0,0,0
"T7632XA","99551","10000",1,0,0,0,0
"T7632XD","V5889","10000",1,0,0,0,0
"T7632XS","9099","10000",1,0,0,0,0
"T7691XA","99580","10000",1,0,0,0,0
"T7691XD","V5889","10000",1,0,0,0,0
"T7691XS","9099","10000",1,0,0,0,0
"T7692XA","99550","10000",1,0,0,0,0
"T7692XD","V5889","10000",1,0,0,0,0
"T7692XS","9099","10000",1,0,0,0,0
"T7800XA","99560","10000",1,0,0,0,0
"T7800XD","V5889","10000",1,0,0,0,0
"T7800XS","9099","10000",1,0,0,0,0
"T7801XA","99561","10000",1,0,0,0,0
"T7801XD","V5889","10000",1,0,0,0,0
"T7801XS","9099","10000",1,0,0,0,0
"T7802XA","99562","10000",1,0,0,0,0
"T7802XD","V5889","10000",1,0,0,0,0
"T7802XS","9099","10000",1,0,0,0,0
"T7803XA","99565","10000",1,0,0,0,0
"T7803XD","V5889","10000",1,0,0,0,0
"T7803XS","9099","10000",1,0,0,0,0
"T7804XA","99563","10000",1,0,0,0,0
"T7804XD","V5889","10000",1,0,0,0,0
"T7804XS","9099","10000",1,0,0,0,0
"T7805XA","99564","10000",1,0,0,0,0
"T7805XD","V5889","10000",1,0,0,0,0
"T7805XS","9099","10000",1,0,0,0,0
"T7806XA","99566","10000",1,0,0,0,0
"T7806XD","V5889","10000",1,0,0,0,0
"T7806XS","9099","10000",1,0,0,0,0
"T7807XA","99567","10000",1,0,0,0,0
"T7807XD","V5889","10000",1,0,0,0,0
"T7807XS","9099","10000",1,0,0,0,0
"T7808XA","99568","10000",1,0,0,0,0
"T7808XD","V5889","10000",1,0,0,0,0
"T7808XS","9099","10000",1,0,0,0,0
"T7809XA","99569","10000",1,0,0,0,0
"T7809XD","V5889","10000",1,0,0,0,0
"T7809XS","9099","10000",1,0,0,0,0
"T781XXA","9889","10000",1,0,0,0,0
"T781XXA","9957","10000",1,0,0,0,0
"T781XXD","V5889","10000",1,0,0,0,0
"T781XXS","9099","10000",1,0,0,0,0
"T782XXA","9950","10000",1,0,0,0,0
"T782XXD","V5889","10000",1,0,0,0,0
"T782XXS","9099","10000",1,0,0,0,0
"T783XXA","9951","10000",1,0,0,0,0
"T783XXD","V5889","10000",1,0,0,0,0
"T783XXS","9099","10000",1,0,0,0,0
"T7840XA","9953","10000",1,0,0,0,0
"T7840XD","V5889","10000",1,0,0,0,0
"T7840XS","9099","10000",1,0,0,0,0
"T7841XA","99521","10000",1,0,0,0,0
"T7841XD","V5889","10000",1,0,0,0,0
"T7841XS","9099","10000",1,0,0,0,0
"T7849XA","9953","10000",1,0,0,0,0
"T7849XD","V5889","10000",1,0,0,0,0
"T7849XS","9099","10000",1,0,0,0,0
"T788XXA","99589","10000",1,0,0,0,0
"T788XXD","V5889","10000",1,0,0,0,0
"T788XXS","9099","10000",1,0,0,0,0
"T790XXA","9580","10000",1,0,0,0,0
"T790XXD","V5889","10000",1,0,0,0,0
"T790XXS","9086","10000",1,0,0,0,0
"T791XXA","9581","10000",1,0,0,0,0
"T791XXD","V5889","10000",1,0,0,0,0
"T791XXS","9086","10000",1,0,0,0,0
"T792XXA","9582","10000",1,0,0,0,0
"T792XXD","V5889","10000",1,0,0,0,0
"T792XXS","9086","10000",1,0,0,0,0
"T794XXA","9584","10000",1,0,0,0,0
"T794XXD","V5889","10000",1,0,0,0,0
"T794XXS","9086","10000",1,0,0,0,0
"T795XXA","9585","10000",1,0,0,0,0
"T795XXD","V5889","10000",1,0,0,0,0
"T795XXS","9086","10000",1,0,0,0,0
"T796XXA","9586","10000",1,0,0,0,0
"T796XXD","V5889","10000",1,0,0,0,0
"T796XXS","9086","10000",1,0,0,0,0
"T797XXA","9587","10000",1,0,0,0,0
"T797XXD","V5889","10000",1,0,0,0,0
"T797XXS","9086","10000",1,0,0,0,0
"T798XXA","9588","10000",1,0,0,0,0
"T798XXD","V5889","10000",1,0,0,0,0
"T798XXS","9086","10000",1,0,0,0,0
"T799XXA","9588","10000",1,0,0,0,0
"T799XXD","V5889","10000",1,0,0,0,0
"T799XXS","9086","10000",1,0,0,0,0
"T79A0XA","95890","10000",1,0,0,0,0
"T79A0XD","V5889","10000",1,0,0,0,0
"T79A0XS","9086","10000",1,0,0,0,0
"T79A11A","95891","10000",1,0,0,0,0
"T79A11D","V5889","10000",1,0,0,0,0
"T79A11S","9086","10000",1,0,0,0,0
"T79A12A","95891","10000",1,0,0,0,0
"T79A12D","V5889","10000",1,0,0,0,0
"T79A12S","9086","10000",1,0,0,0,0
"T79A19A","95891","10000",1,0,0,0,0
"T79A19D","V5889","10000",1,0,0,0,0
"T79A19S","9086","10000",1,0,0,0,0
"T79A21A","95892","10000",1,0,0,0,0
"T79A21D","V5889","10000",1,0,0,0,0
"T79A21S","9086","10000",1,0,0,0,0
"T79A22A","95892","10000",1,0,0,0,0
"T79A22D","V5889","10000",1,0,0,0,0
"T79A22S","9086","10000",1,0,0,0,0
"T79A29A","95892","10000",1,0,0,0,0
"T79A29D","V5889","10000",1,0,0,0,0
"T79A29S","9086","10000",1,0,0,0,0
"T79A3XA","95893","10000",1,0,0,0,0
"T79A3XD","V5889","10000",1,0,0,0,0
"T79A3XS","9086","10000",1,0,0,0,0
"T79A9XA","95899","10000",1,0,0,0,0
"T79A9XD","V5889","10000",1,0,0,0,0
"T79A9XS","9086","10000",1,0,0,0,0
"T800XXA","9991","10000",1,0,0,0,0
"T800XXD","V5889","10000",1,0,0,0,0
"T800XXS","9093","10000",1,0,0,0,0
"T801XXA","9992","10000",1,0,0,0,0
"T801XXD","V5889","10000",1,0,0,0,0
"T801XXS","9093","10000",1,0,0,0,0
"T80211A","99932","10000",1,0,0,0,0
"T80211D","V5889","10000",1,0,0,0,0
"T80211S","9093","10000",1,0,0,0,0
"T80212A","99933","10000",1,0,0,0,0
"T80212D","V5889","10000",1,0,0,0,0
"T80212S","9093","10000",1,0,0,0,0
"T80218A","99931","10000",1,0,0,0,0
"T80218D","V5889","10000",1,0,0,0,0
"T80218S","9093","10000",1,0,0,0,0
"T80219A","99931","10000",1,0,0,0,0
"T80219D","V5889","10000",1,0,0,0,0
"T80219S","9093","10000",1,0,0,0,0
"T8022XA","99934","10000",1,0,0,0,0
"T8022XD","V5889","10000",1,0,0,0,0
"T8022XS","9093","10000",1,0,0,0,0
"T8029XA","99939","10000",1,0,0,0,0
"T8029XD","V5889","10000",1,0,0,0,0
"T8029XS","9093","10000",1,0,0,0,0
"T8030XA","99960","10000",1,0,0,0,0
"T8030XD","V5889","10000",1,0,0,0,0
"T8030XS","9093","10000",1,0,0,0,0
"T80310A","99962","10000",1,0,0,0,0
"T80310D","V5889","10000",1,0,0,0,0
"T80310S","9093","10000",1,0,0,0,0
"T80311A","99963","10000",1,0,0,0,0
"T80311D","V5889","10000",1,0,0,0,0
"T80311S","9093","10000",1,0,0,0,0
"T80319A","99961","10000",1,0,0,0,0
"T80319D","V5889","10000",1,0,0,0,0
"T80319S","9093","10000",1,0,0,0,0
"T8039XA","99969","10000",1,0,0,0,0
"T8039XD","V5889","10000",1,0,0,0,0
"T8039XS","9093","10000",1,0,0,0,0
"T8040XA","99970","10000",1,0,0,0,0
"T8040XD","V5889","10000",1,0,0,0,0
"T8040XS","9093","10000",1,0,0,0,0
"T80410A","99972","10000",1,0,0,0,0
"T80410D","V5889","10000",1,0,0,0,0
"T80410S","9093","10000",1,0,0,0,0
"T80411A","99973","10000",1,0,0,0,0
"T80411D","V5889","10000",1,0,0,0,0
"T80411S","9093","10000",1,0,0,0,0
"T80419A","99971","10000",1,0,0,0,0
"T80419D","V5889","10000",1,0,0,0,0
"T80419S","9093","10000",1,0,0,0,0
"T8049XA","99974","10000",1,0,0,0,0
"T8049XD","V5889","10000",1,0,0,0,0
"T8049XS","9093","10000",1,0,0,0,0
"T8051XA","99941","10000",1,0,0,0,0
"T8051XD","V5889","10000",1,0,0,0,0
"T8051XS","9093","10000",1,0,0,0,0
"T8052XA","99942","10000",1,0,0,0,0
"T8052XD","V5889","10000",1,0,0,0,0
"T8052XS","9093","10000",1,0,0,0,0
"T8059XA","99949","10000",1,0,0,0,0
"T8059XD","V5889","10000",1,0,0,0,0
"T8059XS","9093","10000",1,0,0,0,0
"T8061XA","99951","10000",1,0,0,0,0
"T8061XD","V5889","10000",1,0,0,0,0
"T8061XS","9093","10000",1,0,0,0,0
"T8062XA","99952","10000",1,0,0,0,0
"T8062XD","V5889","10000",1,0,0,0,0
"T8062XS","9093","10000",1,0,0,0,0
"T8069XA","99959","10000",1,0,0,0,0
"T8069XD","V5889","10000",1,0,0,0,0
"T8069XS","9093","10000",1,0,0,0,0
"T80810A","99981","10000",1,0,0,0,0
"T80810D","V5889","10000",1,0,0,0,0
"T80810S","9093","10000",1,0,0,0,0
"T80818A","99982","10000",1,0,0,0,0
"T80818D","V5889","10000",1,0,0,0,0
"T80818S","9093","10000",1,0,0,0,0
"T8089XA","99988","10000",1,0,0,0,0
"T8089XA","99989","10000",1,0,0,0,0
"T8089XD","V5889","10000",1,0,0,0,0
"T8089XS","9093","10000",1,0,0,0,0
"T8090XA","99988","10000",1,0,0,0,0
"T8090XD","V5889","10000",1,0,0,0,0
"T8090XS","9093","10000",1,0,0,0,0
"T80910A","99984","10000",1,0,0,0,0
"T80910D","V5889","10000",1,0,0,0,0
"T80910S","9093","10000",1,0,0,0,0
"T80911A","99985","10000",1,0,0,0,0
"T80911D","V5889","10000",1,0,0,0,0
"T80911S","9093","10000",1,0,0,0,0
"T80919A","99983","10000",1,0,0,0,0
"T80919D","V5889","10000",1,0,0,0,0
"T80919S","9093","10000",1,0,0,0,0
"T8092XA","99980","10000",1,0,0,0,0
"T8092XD","V5889","10000",1,0,0,0,0
"T8092XS","9093","10000",1,0,0,0,0
"T80A0XA","99975","10000",1,0,0,0,0
"T80A0XD","V5889","10000",1,0,0,0,0
"T80A0XS","9093","10000",1,0,0,0,0
"T80A10A","99977","10000",1,0,0,0,0
"T80A10D","V5889","10000",1,0,0,0,0
"T80A10S","9093","10000",1,0,0,0,0
"T80A11A","99978","10000",1,0,0,0,0
"T80A11D","V5889","10000",1,0,0,0,0
"T80A11S","9093","10000",1,0,0,0,0
"T80A19A","99976","10000",1,0,0,0,0
"T80A19D","V5889","10000",1,0,0,0,0
"T80A19S","9093","10000",1,0,0,0,0
"T80A9XA","99979","10000",1,0,0,0,0
"T80A9XD","V5889","10000",1,0,0,0,0
"T80A9XS","9093","10000",1,0,0,0,0
"T8110XA","99800","10000",1,0,0,0,0
"T8110XD","V5889","10000",1,0,0,0,0
"T8110XS","9093","10000",1,0,0,0,0
"T8111XA","99801","10000",1,0,0,0,0
"T8111XD","V5889","10000",1,0,0,0,0
"T8111XS","9093","10000",1,0,0,0,0
"T8112XA","99802","10000",1,0,0,0,0
"T8112XD","V5889","10000",1,0,0,0,0
"T8112XS","9093","10000",1,0,0,0,0
"T8119XA","99809","10000",1,0,0,0,0
"T8119XD","V5889","10000",1,0,0,0,0
"T8119XS","9093","10000",1,0,0,0,0
"T8130XA","99830","10000",1,0,0,0,0
"T8130XD","V5889","10000",1,0,0,0,0
"T8130XS","9093","10000",1,0,0,0,0
"T8131XA","99832","10000",1,0,0,0,0
"T8131XD","V5889","10000",1,0,0,0,0
"T8131XS","9093","10000",1,0,0,0,0
"T8132XA","99831","10000",1,0,0,0,0
"T8132XD","V5889","10000",1,0,0,0,0
"T8132XS","9093","10000",1,0,0,0,0
"T8133XA","99833","10000",1,0,0,0,0
"T8133XD","V5889","10000",1,0,0,0,0
"T8133XS","9093","10000",1,0,0,0,0
"T814XXA","99859","10000",1,0,0,0,0
"T814XXD","V5889","10000",1,0,0,0,0
"T814XXS","9093","10000",1,0,0,0,0
"T81500A","9984","10000",1,0,0,0,0
"T81500D","V5889","10000",1,0,0,0,0
"T81500S","9093","10000",1,0,0,0,0
"T81501A","9984","10000",1,0,0,0,0
"T81501D","V5889","10000",1,0,0,0,0
"T81501S","9093","10000",1,0,0,0,0
"T81502A","9984","10000",1,0,0,0,0
"T81502D","V5889","10000",1,0,0,0,0
"T81502S","9093","10000",1,0,0,0,0
"T81503A","9984","10000",1,0,0,0,0
"T81503D","V5889","10000",1,0,0,0,0
"T81503S","9093","10000",1,0,0,0,0
"T81504A","9984","10000",1,0,0,0,0
"T81504D","V5889","10000",1,0,0,0,0
"T81504S","9093","10000",1,0,0,0,0
"T81505A","9984","10000",1,0,0,0,0
"T81505D","V5889","10000",1,0,0,0,0
"T81505S","9093","10000",1,0,0,0,0
"T81506A","9984","10000",1,0,0,0,0
"T81506D","V5889","10000",1,0,0,0,0
"T81506S","9093","10000",1,0,0,0,0
"T81507A","9984","10000",1,0,0,0,0
"T81507D","V5889","10000",1,0,0,0,0
"T81507S","9093","10000",1,0,0,0,0
"T81508A","9984","10000",1,0,0,0,0
"T81508D","V5889","10000",1,0,0,0,0
"T81508S","9093","10000",1,0,0,0,0
"T81509A","9984","10000",1,0,0,0,0
"T81509D","V5889","10000",1,0,0,0,0
"T81509S","9093","10000",1,0,0,0,0
"T81510A","9984","10000",1,0,0,0,0
"T81510D","V5889","10000",1,0,0,0,0
"T81510S","9093","10000",1,0,0,0,0
"T81511A","9984","10000",1,0,0,0,0
"T81511D","V5889","10000",1,0,0,0,0
"T81511S","9093","10000",1,0,0,0,0
"T81512A","9984","10000",1,0,0,0,0
"T81512D","V5889","10000",1,0,0,0,0
"T81512S","9093","10000",1,0,0,0,0
"T81513A","9984","10000",1,0,0,0,0
"T81513D","V5889","10000",1,0,0,0,0
"T81513S","9093","10000",1,0,0,0,0
"T81514A","9984","10000",1,0,0,0,0
"T81514D","V5889","10000",1,0,0,0,0
"T81514S","9093","10000",1,0,0,0,0
"T81515A","9984","10000",1,0,0,0,0
"T81515D","V5889","10000",1,0,0,0,0
"T81515S","9093","10000",1,0,0,0,0
"T81516A","9984","10000",1,0,0,0,0
"T81516D","V5889","10000",1,0,0,0,0
"T81516S","9093","10000",1,0,0,0,0
"T81517A","9984","10000",1,0,0,0,0
"T81517D","V5889","10000",1,0,0,0,0
"T81517S","9093","10000",1,0,0,0,0
"T81518A","9984","10000",1,0,0,0,0
"T81518D","V5889","10000",1,0,0,0,0
"T81518S","9093","10000",1,0,0,0,0
"T81519A","9984","10000",1,0,0,0,0
"T81519D","V5889","10000",1,0,0,0,0
"T81519S","9093","10000",1,0,0,0,0
"T81520A","9984","10000",1,0,0,0,0
"T81520D","V5889","10000",1,0,0,0,0
"T81520S","9093","10000",1,0,0,0,0
"T81521A","9984","10000",1,0,0,0,0
"T81521D","V5889","10000",1,0,0,0,0
"T81521S","9093","10000",1,0,0,0,0
"T81522A","9984","10000",1,0,0,0,0
"T81522D","V5889","10000",1,0,0,0,0
"T81522S","9093","10000",1,0,0,0,0
"T81523A","9984","10000",1,0,0,0,0
"T81523D","V5889","10000",1,0,0,0,0
"T81523S","9093","10000",1,0,0,0,0
"T81524A","9984","10000",1,0,0,0,0
"T81524D","V5889","10000",1,0,0,0,0
"T81524S","9093","10000",1,0,0,0,0
"T81525A","9984","10000",1,0,0,0,0
"T81525D","V5889","10000",1,0,0,0,0
"T81525S","9093","10000",1,0,0,0,0
"T81526A","9984","10000",1,0,0,0,0
"T81526D","V5889","10000",1,0,0,0,0
"T81526S","9093","10000",1,0,0,0,0
"T81527A","9984","10000",1,0,0,0,0
"T81527D","V5889","10000",1,0,0,0,0
"T81527S","9093","10000",1,0,0,0,0
"T81528A","9984","10000",1,0,0,0,0
"T81528D","V5889","10000",1,0,0,0,0
"T81528S","9093","10000",1,0,0,0,0
"T81529A","9984","10000",1,0,0,0,0
"T81529D","V5889","10000",1,0,0,0,0
"T81529S","9093","10000",1,0,0,0,0
"T81530A","9984","10000",1,0,0,0,0
"T81530D","V5889","10000",1,0,0,0,0
"T81530S","9093","10000",1,0,0,0,0
"T81531A","9984","10000",1,0,0,0,0
"T81531D","V5889","10000",1,0,0,0,0
"T81531S","9093","10000",1,0,0,0,0
"T81532A","9984","10000",1,0,0,0,0
"T81532D","V5889","10000",1,0,0,0,0
"T81532S","9093","10000",1,0,0,0,0
"T81533A","9984","10000",1,0,0,0,0
"T81533D","V5889","10000",1,0,0,0,0
"T81533S","9093","10000",1,0,0,0,0
"T81534A","9984","10000",1,0,0,0,0
"T81534D","V5889","10000",1,0,0,0,0
"T81534S","9093","10000",1,0,0,0,0
"T81535A","9984","10000",1,0,0,0,0
"T81535D","V5889","10000",1,0,0,0,0
"T81535S","9093","10000",1,0,0,0,0
"T81536A","9984","10000",1,0,0,0,0
"T81536D","V5889","10000",1,0,0,0,0
"T81536S","9093","10000",1,0,0,0,0
"T81537A","9984","10000",1,0,0,0,0
"T81537D","V5889","10000",1,0,0,0,0
"T81537S","9093","10000",1,0,0,0,0
"T81538A","9984","10000",1,0,0,0,0
"T81538D","V5889","10000",1,0,0,0,0
"T81538S","9093","10000",1,0,0,0,0
"T81539A","9984","10000",1,0,0,0,0
"T81539D","V5889","10000",1,0,0,0,0
"T81539S","9093","10000",1,0,0,0,0
"T81590A","9984","10000",1,0,0,0,0
"T81590D","V5889","10000",1,0,0,0,0
"T81590S","9093","10000",1,0,0,0,0
"T81591A","9984","10000",1,0,0,0,0
"T81591D","V5889","10000",1,0,0,0,0
"T81591S","9093","10000",1,0,0,0,0
"T81592A","9984","10000",1,0,0,0,0
"T81592D","V5889","10000",1,0,0,0,0
"T81592S","9093","10000",1,0,0,0,0
"T81593A","9984","10000",1,0,0,0,0
"T81593D","V5889","10000",1,0,0,0,0
"T81593S","9093","10000",1,0,0,0,0
"T81594A","9984","10000",1,0,0,0,0
"T81594D","V5889","10000",1,0,0,0,0
"T81594S","9093","10000",1,0,0,0,0
"T81595A","9984","10000",1,0,0,0,0
"T81595D","V5889","10000",1,0,0,0,0
"T81595S","9093","10000",1,0,0,0,0
"T81596A","9984","10000",1,0,0,0,0
"T81596D","V5889","10000",1,0,0,0,0
"T81596S","9093","10000",1,0,0,0,0
"T81597A","9984","10000",1,0,0,0,0
"T81597D","V5889","10000",1,0,0,0,0
"T81597S","9093","10000",1,0,0,0,0
"T81598A","9984","10000",1,0,0,0,0
"T81598D","V5889","10000",1,0,0,0,0
"T81598S","9093","10000",1,0,0,0,0
"T81599A","9984","10000",1,0,0,0,0
"T81599D","V5889","10000",1,0,0,0,0
"T81599S","9093","10000",1,0,0,0,0
"T8160XA","9987","10000",1,0,0,0,0
"T8160XD","V5889","10000",1,0,0,0,0
"T8160XS","9093","10000",1,0,0,0,0
"T8161XA","9987","10000",1,0,0,0,0
"T8161XD","V5889","10000",1,0,0,0,0
"T8161XS","9093","10000",1,0,0,0,0
"T8169XA","9987","10000",1,0,0,0,0
"T8169XD","V5889","10000",1,0,0,0,0
"T8169XS","9093","10000",1,0,0,0,0
"T81710A","99771","10000",1,0,0,0,0
"T81710D","V5889","10000",1,0,0,0,0
"T81710S","9093","10000",1,0,0,0,0
"T81711A","99772","10000",1,0,0,0,0
"T81711D","V5889","10000",1,0,0,0,0
"T81711S","9093","10000",1,0,0,0,0
"T81718A","9972","10000",1,0,0,0,0
"T81718A","99779","10000",1,0,0,0,0
"T81718D","V5889","10000",1,0,0,0,0
"T81718S","9093","10000",1,0,0,0,0
"T81719A","9972","10000",1,0,0,0,0
"T81719A","99779","10000",1,0,0,0,0
"T81719D","V5889","10000",1,0,0,0,0
"T81719S","9093","10000",1,0,0,0,0
"T8172XA","9972","10000",1,0,0,0,0
"T8172XA","99779","10000",1,0,0,0,0
"T8172XD","V5889","10000",1,0,0,0,0
"T8172XS","9093","10000",1,0,0,0,0
"T8181XA","9999","10000",1,0,0,0,0
"T8181XD","V5889","10000",1,0,0,0,0
"T8181XS","9093","10000",1,0,0,0,0
"T8182XA","99881","10000",1,0,0,0,0
"T8182XD","V5889","10000",1,0,0,0,0
"T8182XS","9093","10000",1,0,0,0,0
"T8183XA","9986","10000",1,0,0,0,0
"T8183XD","V5889","10000",1,0,0,0,0
"T8183XS","9093","10000",1,0,0,0,0
"T8189XA","99889","10000",1,0,0,0,0
"T8189XD","V5889","10000",1,0,0,0,0
"T8189XS","9093","10000",1,0,0,0,0
"T819XXA","9989","10000",1,0,0,0,0
"T819XXD","V5889","10000",1,0,0,0,0
"T819XXS","9093","10000",1,0,0,0,0
"T8201XA","99602","10000",1,0,0,0,0
"T8201XD","V5889","10000",1,0,0,0,0
"T8201XS","9093","10000",1,0,0,0,0
"T8202XA","99602","10000",1,0,0,0,0
"T8202XD","V5889","10000",1,0,0,0,0
"T8202XS","9093","10000",1,0,0,0,0
"T8203XA","99602","10000",1,0,0,0,0
"T8203XD","V5889","10000",1,0,0,0,0
"T8203XS","9093","10000",1,0,0,0,0
"T8209XA","99602","10000",1,0,0,0,0
"T8209XD","V5889","10000",1,0,0,0,0
"T8209XS","9093","10000",1,0,0,0,0
"T82110A","99601","10000",1,0,0,0,0
"T82110A","99604","10000",1,0,0,0,0
"T82110D","V5889","10000",1,0,0,0,0
"T82110S","9093","10000",1,0,0,0,0
"T82111A","99601","10000",1,0,0,0,0
"T82111A","99604","10000",1,0,0,0,0
"T82111D","V5889","10000",1,0,0,0,0
"T82111S","9093","10000",1,0,0,0,0
"T82118A","99601","10000",1,0,0,0,0
"T82118A","99604","10000",1,0,0,0,0
"T82118D","V5889","10000",1,0,0,0,0
"T82118S","9093","10000",1,0,0,0,0
"T82119A","99601","10000",1,0,0,0,0
"T82119A","99604","10000",1,0,0,0,0
"T82119D","V5889","10000",1,0,0,0,0
"T82119S","9093","10000",1,0,0,0,0
